ZAVMATNAZ,ZAVNAZ,REGIJA,OBCINA,DAT_OD,DAT_DO,VNOS,OBDOBJE,STEV_UCENCEV,DOGODEK,VZROK,TRAJANJE,LETO_TEDEN_VNOSA
Osnovna šola Trebnje,Osnovna šola Trebnje,Jugovzhodna Slovenija,Trebnje,2021-04-19,2021-04-28,2021-04-28,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_17
Vrtec Koper,"Vrtec Koper, Enota Vanganel-Pikapolonica",Obalno-kraška,Koper,2021-04-20,2021-04-29,2021-04-28,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_17
Šolski center Ljubljana,"Šolski center Ljubljana, Gimnazija Antona Aškerca",Osrednjeslovenska,Ljubljana,2021-04-23,2021-05-02,2021-04-28,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_17
Viški vrtci,"Viški vrtci, enota Rožna dolina",Osrednjeslovenska,Ljubljana,2021-04-23,2021-05-02,2021-04-28,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_17
Osnovna šola Polhov Gradec,"Osnovna šola Polhov Gradec, Enota Vrtec",Osrednjeslovenska,Dobrova-Polhov Gradec,2021-04-28,2021-05-05,2021-04-28,VRTEC,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba pri delavcu,srednje,2021_17
Osnovna šola Ferda Vesela Šentvid pri Stični,Osnovna šola Ferda Vesela Šentvid pri Stični,Osrednjeslovenska,Ivančna Gorica,2021-04-21,2021-04-30,2021-04-28,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_17
Osnovna šola Trebnje,Osnovna šola Trebnje,Jugovzhodna Slovenija,Trebnje,2021-04-22,2021-05-01,2021-04-28,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_17
Vrtec Koper,"Vrtec Koper, Enota Vanganel-Pikapolonica",Obalno-kraška,Koper,2021-04-23,2021-05-02,2021-04-28,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_17
Osnovna šola Ferda Vesela Šentvid pri Stični,Osnovna šola Ferda Vesela Šentvid pri Stični,Osrednjeslovenska,Ivančna Gorica,2021-04-22,2021-05-01,2021-04-28,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_17
Osnovna šola Matije Čopa Kranj,Osnovna šola Matije Čopa Kranj,Gorenjska,Kranj,2021-04-16,2021-04-25,2021-04-28,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_17
Osnovna šola Trebnje,Osnovna šola Trebnje,Jugovzhodna Slovenija,Trebnje,2021-04-23,2021-05-02,2021-04-28,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_17
Osnovna šola Trebnje,Osnovna šola Trebnje,Jugovzhodna Slovenija,Trebnje,2021-04-20,2021-04-29,2021-04-28,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_17
Osnovna šola Mokronog,Osnovna šola Mokronog,Jugovzhodna Slovenija,Mokronog-Trebelno,2021-04-25,2021-05-02,2021-04-29,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_17
Osnovna šola Kolezija,Osnovna šola Kolezija,Osrednjeslovenska,Ljubljana,2021-04-24,2021-05-03,2021-04-29,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_17
Osnovna šola Vuzenica,Osnovna šola Vuzenica,Koroška,Vuzenica,2021-04-23,2021-05-02,2021-04-29,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_17
Vrtec Koper,"Vrtec Koper, Enota Vanganel-Pikapolonica",Obalno-kraška,Koper,2021-04-23,2021-05-02,2021-04-29,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2021_17
Osnovna šola Vuzenica,Osnovna šola Vuzenica,Koroška,Vuzenica,2021-04-23,2021-05-02,2021-04-29,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_17
Vrtec Studenci Maribor,"Vrtec Studenci Maribor, OE Limbuš",Podravska,Maribor,2021-04-23,2021-05-02,2021-04-29,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_17
Vrtec Vrhovci,"Vrtec Vrhovci,enota Brdo",Osrednjeslovenska,Ljubljana,2021-04-22,2021-04-30,2021-04-29,VRTEC,malo,Otroci oddelka so v domači karanteni,Sum na okužbo s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_17
Vrtec Vrhovci,"Vrtec Vrhovci,enota Brdo",Osrednjeslovenska,Ljubljana,2021-04-22,2021-04-30,2021-04-29,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_17
Osnovna šola 8 talcev Logatec,Osnovna šola 8 talcev Logatec,Osrednjeslovenska,Logatec,2021-04-21,2021-04-29,2021-04-29,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_17
Zasebni zavod Mali mehurčki Koper,Zasebni zavod Mali mehurčki Koper,Obalno-kraška,Koper,2021-04-21,2021-04-30,2021-04-30,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_17
II. gimnazija Maribor,II. gimnazija Maribor,Podravska,Maribor,2021-04-23,2021-05-03,2021-04-30,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_17
Osnovna šola Valentina Vodnika Ljubljana,Osnovna šola Valentina Vodnika Ljubljana,Osrednjeslovenska,Ljubljana,2021-04-24,2021-05-02,2021-05-02,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_17
Vrtec Najdihojca,Vrtec Najdihojca,Osrednjeslovenska,Ljubljana,2021-04-23,2021-05-02,2021-05-02,VRTEC,srednje,Otroci oddelka so v domači karanteni,Sum na okužbo s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_17
"ZAVOD ŠOLSKIH SESTER ND ILIRSKA BISTRICA, OE VRTEC ANTONINA","ZAVOD ŠOLSKIH SESTER ND ILIRSKA BISTRICA, OE VRTEC ANTONINA",Primorsko-notranjska,Ilirska Bistrica,2021-04-28,2021-05-07,2021-05-03,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_18
JVIZ VRTCI OBČINE ŽALEC,"JVIZ VRTCI OBČINE ŽALEC, ENOTA ŽALEC I.",Savinjska,Žalec,2021-04-28,2021-05-07,2021-05-03,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_18
Vrtec Ribnica,Vrtec Ribnica,Jugovzhodna Slovenija,Ribnica,2021-04-30,2021-05-10,2021-05-03,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_18
Osnovna šola Krmelj,"Osnovna šola Krmelj, Enota Vrtec",Posavska,Sevnica,2021-04-26,2021-05-05,2021-05-03,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_18
Vrtec Krško,"Vrtec Krško, enota Pravljica",Posavska,Krško,2021-05-03,2021-05-13,2021-05-03,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_18
Osnovna šola Žužemberk,Osnovna šola Žužemberk,Jugovzhodna Slovenija,Žužemberk,2021-04-16,2021-04-25,2021-05-03,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Osnovna šola Žužemberk,Osnovna šola Žužemberk - Vrtec Sonček,Jugovzhodna Slovenija,Žužemberk,2021-04-22,2021-05-01,2021-05-03,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Osnovna šola Trzin,Osnovna šola Trzin,Osrednjeslovenska,Trzin,2021-05-04,2021-05-12,2021-05-04,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Vrtec Jožice Flander,"Vrtec Jožice Flander, OE Fochova",Podravska,Maribor,2021-05-03,2021-05-12,2021-05-04,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_18
Mladinski dom Maribor,Mladinski dom Maribor,Podravska,Maribor,2021-05-03,2021-05-03,2021-05-04,OSTALO,malo,Karantena za celoten oddelek - pouk oz. vzgojno delo poteka na daljavo,Sum na okužbo s Covid-19 pri otroku / učencu / dijaku ali več učencih oddelka,kratko,2021_18
Osnovna šola Draga Kobala Maribor,Osnovna šola Draga Kobala Maribor,Podravska,Maribor,2021-05-04,2021-05-13,2021-05-04,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_18
Vrtec Radovljica,"Vrtec Radovljica, Enota Lesce",Gorenjska,Radovljica,2021-04-30,2021-05-09,2021-05-04,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_18
Osnovna šola Prebold,Osnovna šola Prebold,Savinjska,Prebold,2021-05-04,2021-05-12,2021-05-04,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Šolski center Ptuj,"Šolski center Ptuj, Šola za ekonomijo, turizem in kmetijstvo",Podravska,Ptuj,2021-05-03,2021-05-12,2021-05-04,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_18
Osnovna šola narodnega heroja Maksa Pečarja,Osnovna šola narodnega heroja Maksa Pečarja,Osrednjeslovenska,Ljubljana,2021-05-03,2021-05-12,2021-05-04,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_18
Osnovna šola Borcev za severno mejo Maribor,Osnovna šola Borcev za severno mejo Maribor,Podravska,Maribor,2021-05-04,2021-05-14,2021-05-04,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Vrtec Hansa Christiana Andersena,"Vrtec Hansa Christiana Andersena, enota Marjetica",Osrednjeslovenska,Ljubljana,2021-05-04,2021-05-11,2021-05-04,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_18
Osnovna šola Šmarje pri Kopru,Osnovna šola Šmarje pri Kopru - vrtec,Obalno-kraška,Koper,2021-05-03,2021-05-04,2021-05-04,VRTEC,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_18
VRTEC VIŠKI GAJ,"VRTEC VIŠKI GAJ, ENOTA BONIFACIJA",Osrednjeslovenska,Ljubljana,2021-05-03,2021-05-13,2021-05-04,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_18
Osnovna šola Brinje Grosuplje,Osnovna šola Brinje Grosuplje,Osrednjeslovenska,Grosuplje,2021-05-04,2021-05-12,2021-05-04,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Osnovna šola Stična,Osnovna šola Stična Podružnična šola Višnja Gora,Osrednjeslovenska,Ivančna Gorica,2021-05-04,2021-05-14,2021-05-05,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Vrtec Ravne na Koroškem,"Vrtec Ravne na Koroškem, ENOTA AJDA",Koroška,Ravne na Koroškem,2021-05-04,2021-05-10,2021-05-05,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,kratko,2021_18
Srednja šola Zagorje,Srednja šola Zagorje,Zasavska,Zagorje ob Savi,2021-05-05,2021-05-13,2021-05-05,SREDNJA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_18
Osnovna šola Brinje Grosuplje,Osnovna šola Brinje Grosuplje,Osrednjeslovenska,Grosuplje,2021-05-05,2021-05-12,2021-05-05,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Ekonomska šola Novo mesto,"Ekonomska šola Novo mesto, Srednja šola in gimnazija",Jugovzhodna Slovenija,Novo mesto,2021-05-05,2021-05-15,2021-05-05,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_18
Osnovna šola Zbora odposlancev Kočevje,Osnovna šola Zbora odposlancev Kočevje,Jugovzhodna Slovenija,Kočevje,2021-05-06,2021-05-13,2021-05-05,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
III. gimnazija Maribor,III. gimnazija Maribor,Podravska,Maribor,2021-05-02,2021-05-11,2021-05-05,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_18
Strokovno izobraževalni center Brežice,"Strokovno izobraževalni center Brežice, Višja strokovna šola",Posavska,Brežice,2021-05-04,2021-05-13,2021-05-05,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_18
Osnovna šola Janka Modra Dol pri Ljubljani,Osnovna šola Janka Modra Dol pri Ljubljani Podružnica Dolsko,Osrednjeslovenska,Dol pri Ljubljani,2021-05-06,2021-05-12,2021-05-05,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,kratko,2021_18
VVZ VRTEC IVANČNA GORICA,"VVZ VRTEC IVANČNA GORICA, VRTEC PIKAPOLONICA",Osrednjeslovenska,Ivančna Gorica,2021-05-06,2021-05-09,2021-05-05,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,kratko,2021_18
VVZ VRTEC IVANČNA GORICA,"VVZ VRTEC IVANČNA GORICA, VRTEC MARJETICA, disloc. Muljava",Osrednjeslovenska,Ivančna Gorica,2021-04-30,2021-05-09,2021-05-05,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_18
Osnovna šola Borcev za severno mejo Maribor,Osnovna šola Borcev za severno mejo Maribor,Podravska,Maribor,2021-05-05,2021-05-15,2021-05-05,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Osnovna šola Gorje,Osnovna šola Gorje,Gorenjska,Gorje,2021-05-03,2021-05-12,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Gimnazija Šentvid,Gimnazija Šentvid,Osrednjeslovenska,Ljubljana,2021-05-06,2021-05-14,2021-05-06,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_18
Osnovna šola Danile Kumar,Osnovna šola Danile Kumar,Osrednjeslovenska,Ljubljana,2021-05-06,2021-05-14,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Osnovna šola Žirovnica,Osnovna šola Žirovnica,Gorenjska,Žirovnica,2021-05-04,2021-05-14,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Osnovna šola Franca Rozmana - Staneta Maribor,Osnovna šola Franca Rozmana - Staneta Maribor,Podravska,Maribor,2021-05-07,2021-05-12,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_18
"Center za izobraževanje, rehabilitacijo in usposabljanje Kamnik","Center za izobraževanje, rehabilitacijo in usposabljanje Kamnik, Srednja šola",Osrednjeslovenska,Kamnik,2021-05-06,2021-05-13,2021-05-06,SREDNJA ŠOLA,malo,Karantena za celoten oddelek - pouk oz. vzgojno delo poteka na daljavo,Sum na okužbo s Covid-19 pri otroku / učencu / dijaku ali več učencih oddelka,srednje,2021_18
Osnovna šola Gorje,Osnovna šola Gorje,Gorenjska,Gorje,2021-05-03,2021-05-12,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Vrtec Hansa Christiana Andersena,"Vrtec Hansa Christiana Andersena, enota Marjetica",Osrednjeslovenska,Ljubljana,2021-05-07,2021-05-14,2021-05-06,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_18
Osnovna šola Gradec,Osnovna šola Gradec,Zasavska,Litija,2021-05-06,2021-05-12,2021-05-06,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_18
Osnovna šola Polzela,Osnovna šola Polzela,Savinjska,Polzela,2021-05-06,2021-05-13,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Osnovna šola Horjul,Osnovna šola Horjul,Osrednjeslovenska,Horjul,2021-05-05,2021-05-14,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Osnovna šola Griže,Osnovna šola Griže,Savinjska,Žalec,2021-05-05,2021-05-15,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Vrtec Murska Sobota,"Vrtec Murska Sobota, enota GOZDIČEK",Pomurska,Murska Sobota,2021-05-05,2021-05-15,2021-05-06,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_18
Osnovna šola Brezovica pri Ljubljani,Osnovna šola Brezovica pri Ljubljani,Osrednjeslovenska,Brezovica,2021-05-04,2021-05-13,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_18
Vrtec Lendava Lendvai Ovoda,"Vrtec Lendava Lendvai Ovoda, DE GABERJE",Pomurska,Lendava,2021-05-06,2021-05-13,2021-05-06,VRTEC,srednje,Otroci oddelka so v domači karanteni,Sum na okužbo s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_18
Osnovna šola Škofljica,Osnovna šola Škofljica,Osrednjeslovenska,Škofljica,2021-05-03,2021-05-12,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Osnovna šola Ivana Kavčiča Izlake,Osnovna šola Ivana Kavčiča Izlake,Zasavska,Zagorje ob Savi,2021-05-05,2021-05-14,2021-05-06,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Osnovna šola Škofljica,Osnovna šola Škofljica,Osrednjeslovenska,Škofljica,2021-05-03,2021-05-12,2021-05-06,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_18
Vrtec Lendava Lendvai Ovoda,"Vrtec Lendava Lendvai Ovoda, DE GABERJE",Pomurska,Lendava,2021-05-06,2021-05-13,2021-05-06,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_18
Osnovna šola Metlika,Osnovna šola Metlika,Jugovzhodna Slovenija,Metlika,2021-05-06,2021-05-12,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_18
Šolski center Celje,"Šolski center Celje, Srednja šola za kemijo, elektrotehniko in računalništvo",Savinjska,Celje,2021-05-03,2021-05-13,2021-05-06,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_18
Šolski center Celje,"Šolski center Celje, Srednja šola za kemijo, elektrotehniko in računalništvo",Savinjska,Celje,2021-05-03,2021-05-13,2021-05-06,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_18
Osnovna šola Simona Jenka Kranj,Osnovna šola Simona Jenka Kranj Podružnica Goriče,Gorenjska,Kranj,2021-05-06,2021-05-06,2021-05-06,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,kratko,2021_18
