ZAVMATNAZ,ZAVNAZ,REGIJA,OBCINA,DAT_OD,DAT_DO,VNOS,OBDOBJE,VZROK,TRAJANJE,LETO_TEDEN_VNOSA
Gimnazija Nova Gorica,Gimnazija Nova Gorica,Goriška,Nova Gorica,2021-05-11,2021-05-21,2021-04-16,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola F. S. Finžgarja Lesce,"Osnovna šola F. S. Finžgarja Lesce, Podružnica Begunje",Gorenjska,Radovljica,2021-04-02,2021-04-12,2021-04-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Glasbena šola Risto Savin Žalec,Glasbena šola Risto Savin Žalec,Savinjska,Žalec,2021-04-12,2021-04-21,2021-04-16,GLASBENA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Nove Jarše,Osnovna šola Nove Jarše,Osrednjeslovenska,Ljubljana,2021-04-16,2021-04-26,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Tišina,Osnovna šola Tišina,Pomurska,Tišina,2021-04-06,2021-04-18,2021-04-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Žiri,Osnovna šola Žiri,Gorenjska,Žiri,2021-04-15,2021-04-24,2021-04-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Col,Osnovna šola Col,Goriška,Ajdovščina,2021-04-15,2021-04-24,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Rače,Osnovna šola Rače,Podravska,Rače-Fram,2021-04-10,2021-04-20,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Glasbena šola Sevnica,Glasbena šola Sevnica,Posavska,Sevnica,2021-04-16,2021-04-23,2021-04-16,GLASBENA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Rada Robiča Limbuš,Osnovna šola Rada Robiča Limbuš,Podravska,Maribor,2021-04-10,2021-04-21,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
I. gimnazija v Celju,I. gimnazija v Celju,Savinjska,Celje,2021-04-16,2021-04-23,2021-04-16,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Toneta Čufarja Jesenice,Osnovna šola Toneta Čufarja Jesenice,Gorenjska,Jesenice,2021-04-15,2021-04-23,2021-04-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Loče,Osnovna šola Loče,Savinjska,Slovenske Konjice,2021-04-14,2021-04-22,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Rada Robiča Limbuš,Osnovna šola Rada Robiča Limbuš,Podravska,Maribor,2021-04-16,2021-04-25,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Žirovnica,Osnovna šola Žirovnica,Gorenjska,Žirovnica,2021-04-15,2021-04-25,2021-04-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Nazarje,Osnovna šola Nazarje,Savinjska,Nazarje,2021-04-12,2021-04-23,2021-04-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Nazarje,Osnovna šola Nazarje,Savinjska,Nazarje,2021-04-16,2021-04-16,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_15
Osnovna šola Brinje Grosuplje,Osnovna šola Brinje Grosuplje,Osrednjeslovenska,Grosuplje,2021-04-16,2021-04-25,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Ivana Groharja,Osnovna šola Ivana Groharja,Gorenjska,Škofja Loka,2021-04-12,2021-04-22,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Vrtci občine Moravske Toplice,"Vrtci Občine Moravske Toplice, enota Moravske Toplice",Pomurska,Moravske Toplice,2021-04-15,2021-04-24,2021-04-16,VRTEC,Sum na okužbo,srednje,2021_15
Gimnazija in ekonomska srednja šola Trbovlje,Gimnazija in ekonomska srednja šola Trbovlje,Zasavska,Trbovlje,2021-04-16,2021-04-26,2021-04-16,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Petrovče,Osnovna šola Petrovče,Savinjska,Žalec,2021-04-16,2021-04-23,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Šolski center Škofja Loka,"Šolski center Škofja Loka, Srednja šola za strojništvo",Gorenjska,Škofja Loka,2021-04-13,2021-04-22,2021-04-16,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Komenda Moste,Osnovna šola Komenda Moste,Osrednjeslovenska,Komenda,2021-04-16,2021-04-22,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_15
Osnovna šola Matije Valjavca Preddvor,Osnovna šola Matije Valjavca Preddvor,Gorenjska,Preddvor,2021-04-16,2021-04-25,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Srednja gradbena šola in gimnazija Maribor,Srednja gradbena šola in gimnazija Maribor,Podravska,Maribor,2021-04-15,2021-04-24,2021-04-16,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Šempeter v Savinjski dolini,Osnovna šola Šempeter v Savinjski dolini,Savinjska,Žalec,2021-04-15,2021-04-19,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_15
Osnovna šola Kozje,Osnovna šola Kozje,Savinjska,Kozje,2021-04-16,2021-04-26,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Komenda Moste,Osnovna šola Komenda Moste,Osrednjeslovenska,Komenda,2021-04-10,2021-04-17,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Srednja ekonomsko - poslovna šola Koper,Srednja ekonomsko - poslovna šola Koper,Obalno-kraška,Koper,2021-04-16,2021-04-26,2021-04-16,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Solkan,Osnovna šola Solkan,Goriška,Nova Gorica,2021-04-09,2021-04-23,2021-04-16,OSNOVNA ŠOLA,Okužba s Covid-19,dolgo,2021_15
Osnovna šola Cvetka Golarja Škofja Loka,Osnovna šola Cvetka Golarja Škofja Loka,Gorenjska,Škofja Loka,2021-04-14,2021-04-23,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Vojnik,Osnovna šola Vojnik,Savinjska,Vojnik,2021-04-09,2021-04-18,2021-04-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Col,Osnovna šola Col,Goriška,Ajdovščina,2021-04-15,2021-04-24,2021-04-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Srednja šola Jesenice,Srednja šola Jesenice,Gorenjska,Jesenice,2021-04-16,2021-04-25,2021-04-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_15
Vrtec Jesenice,"Vrtec Jesenice, DE Frančiške Ambrožič",Gorenjska,Jesenice,2021-04-15,2021-04-24,2021-04-17,VRTEC,Sum na okužbo,srednje,2021_15
Glasbena šola Škofja Loka,Glasbena šola Škofja Loka,Gorenjska,Škofja Loka,2021-04-13,2021-04-26,2021-04-17,GLASBENA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Selnica ob Dravi,Osnovna šola Selnica ob Dravi,Podravska,Selnica ob Dravi,2021-04-14,2021-04-22,2021-04-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Dekani,Osnovna šola Dekani,Obalno-kraška,Koper,2021-04-14,2021-04-23,2021-04-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Gimnazija Bežigrad,"Gimnazija Bežigrad, Gimnazija",Osrednjeslovenska,Ljubljana,2021-04-17,2021-04-26,2021-04-18,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Planina pri Sevnici,Osnovna šola Planina pri Sevnici,Savinjska,Šentjur,2021-04-18,2021-04-27,2021-04-18,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Vrtec Jesenice,"Vrtec Jesenice, VVE Angelce Ocepek",Gorenjska,Jesenice,2021-04-16,2021-04-26,2021-04-18,VRTEC,Okužba s Covid-19,srednje,2021_15
Zavod sv. Frančiška Saleškega Gimnazija Želimlje,Zavod sv. Frančiška Saleškega Gimnazija Želimlje,Osrednjeslovenska,Škofljica,2021-04-15,2021-04-24,2021-04-18,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Štore,Osnovna šola Štore,Savinjska,Štore,2021-04-16,2021-04-26,2021-04-18,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Podčetrtek,"Osnovna šola Podčetrtek, Vrtec Podčetrtek z oddelki v Podčetrtku in Pristavi pri Mestinju",Savinjska,Podčetrtek,2021-04-15,2021-04-24,2021-04-18,VRTEC,Sum na okužbo,srednje,2021_15
Osnovna šola Selnica ob Dravi,Osnovna šola Selnica ob Dravi,Podravska,Selnica ob Dravi,2021-04-13,2021-04-22,2021-04-18,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Louisa Adamiča Grosuplje,Osnovna šola Louisa Adamiča Grosuplje,Osrednjeslovenska,Grosuplje,2021-04-16,2021-04-25,2021-04-18,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Grm Novo mesto,Osnovna šola Grm Novo mesto,Jugovzhodna Slovenija,Novo mesto,2021-04-18,2021-04-25,2021-04-18,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Srednja gostinska in turistična šola Radovljica,Srednja gostinska in turistična šola Radovljica,Gorenjska,Radovljica,2021-04-17,2021-04-27,2021-04-18,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Koroška Bela Jesenice,Osnovna šola Koroška Bela Jesenice,Gorenjska,Jesenice,2021-04-17,2021-04-24,2021-04-18,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_15
Gimnazija Moste,Gimnazija Moste,Osrednjeslovenska,Ljubljana,2021-04-15,2021-04-24,2021-04-18,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_15
Osnovna šola Mozirje,Osnovna šola Mozirje,Savinjska,Mozirje,2021-04-09,2021-04-19,2021-04-18,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Ig,Osnovna šola Ig,Osrednjeslovenska,Ig,2021-04-17,2021-04-27,2021-04-18,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_15
Osnovna šola Brinje Grosuplje,"Osnovna šola Brinje Grosuplje, Podružnična osnovna šola s prilagojenim programom",Osrednjeslovenska,Grosuplje,2021-04-08,2021-04-25,2021-04-18,OSNOVNA ŠOLA,Sum na okužbo,dolgo,2021_15
Osnovna šola Brinje Grosuplje,Osnovna šola Brinje Grosuplje,Osrednjeslovenska,Grosuplje,2021-04-18,2021-04-25,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Otočec,Osnovna šola Otočec,Jugovzhodna Slovenija,Novo mesto,2021-04-16,2021-04-25,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Šmarje pri Jelšah,Osnovna šola Šmarje pri Jelšah Podružnica Kristan vrh,Savinjska,Šmarje pri Jelšah,2021-04-15,2021-04-23,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Lovrenc na Pohorju,Osnovna šola Lovrenc na Pohorju,Podravska,Lovrenc na Pohorju,2021-04-15,2021-04-24,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Lava Celje,Osnovna šola Lava Celje,Savinjska,Celje,2021-04-16,2021-04-26,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Petrovče,Osnovna šola Petrovče,Savinjska,Žalec,2021-04-16,2021-04-23,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Žužemberk,Osnovna šola Žužemberk,Jugovzhodna Slovenija,Žužemberk,2021-04-20,2021-04-30,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Lovrenc na Pohorju,Osnovna šola Lovrenc na Pohorju,Podravska,Lovrenc na Pohorju,2021-04-16,2021-04-24,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Gorica Velenje,Osnovna šola Gorica Velenje,Savinjska,Velenje,2021-04-19,2021-04-23,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,kratko,2021_16
JVIZ Vrtec Pobrežje Maribor,JVIZ Vrtec Pobrežje Maribor,Podravska,Maribor,2021-04-17,2021-04-26,2021-04-19,VRTEC,Okužba s Covid-19,srednje,2021_16
Šolski center Slovenj Gradec,"Šolski center Slovenj Gradec, Srednja šola Slovenj Gradec in Muta",Koroška,Slovenj Gradec,2021-04-16,2021-04-26,2021-04-19,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Dolenjske Toplice,Osnovna šola Dolenjske Toplice,Jugovzhodna Slovenija,Dolenjske Toplice,2021-04-16,2021-04-26,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Staneta Žagarja Lipnica,Osnovna šola Staneta Žagarja Lipnica,Gorenjska,Radovljica,2021-04-19,2021-04-27,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Rodica,Osnovna šola Rodica,Osrednjeslovenska,Domžale,2021-04-17,2021-04-26,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Medvode,Osnovna šola Medvode,Osrednjeslovenska,Medvode,2021-04-19,2021-04-28,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Loče,"Osnovna šola Loče, Podružnična šola Žiče",Savinjska,Slovenske Konjice,2021-04-19,2021-04-30,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Medvode,Osnovna šola Medvode,Osrednjeslovenska,Medvode,2021-04-17,2021-04-26,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Gorica Velenje,Osnovna šola Gorica Velenje,Savinjska,Velenje,2021-04-19,2021-04-23,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_16
Osnovna šola Naklo,Osnovna šola Naklo,Gorenjska,Naklo,2021-04-18,2021-04-28,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Prule,Osnovna šola Prule,Osrednjeslovenska,Ljubljana,2021-04-19,2021-04-27,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Leona Štuklja Maribor,Osnovna šola Leona Štuklja Maribor,Podravska,Maribor,2021-04-11,2021-04-21,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola dr. Franceta Prešerna,Osnovna šola dr. Franceta Prešerna,Jugovzhodna Slovenija,Ribnica,2021-04-12,2021-04-22,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Ivana Kavčiča Izlake,Osnovna šola Ivana Kavčiča Izlake,Zasavska,Zagorje ob Savi,2021-04-17,2021-04-26,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Komenda Moste,Osnovna šola Komenda Moste Podružnica Moste,Osrednjeslovenska,Komenda,2021-04-18,2021-04-28,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Dušana Flisa Hoče,Osnovna šola Dušana Flisa Hoče,Podravska,Hoče-Slivnica,2021-04-19,2021-04-28,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Komenda Moste,Osnovna šola Komenda Moste,Osrednjeslovenska,Komenda,2021-04-18,2021-04-28,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Radlje ob Dravi,Osnovna šola Radlje ob Dravi,Koroška,Radlje ob Dravi,2021-04-16,2021-04-25,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Biotehniška šola Rakičan,Biotehniška šola Rakičan,Pomurska,Murska Sobota,2021-04-16,2021-04-23,2021-04-19,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Prule,Osnovna šola Prule,Osrednjeslovenska,Ljubljana,2021-04-19,2021-04-27,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Solkan,Osnovna šola Solkan,Goriška,Nova Gorica,2021-04-19,2021-04-23,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,kratko,2021_16
Gimnazija Bežigrad,"Gimnazija Bežigrad, Gimnazija",Osrednjeslovenska,Ljubljana,2021-04-19,2021-04-28,2021-04-19,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Naklo,Osnovna šola Naklo,Gorenjska,Naklo,2021-04-17,2021-04-26,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Šolski center Slovenj Gradec,"Šolski center Slovenj Gradec, Srednja šola Slovenj Gradec in Muta",Koroška,Slovenj Gradec,2021-04-18,2021-04-28,2021-04-19,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Prule,Osnovna šola Prule,Osrednjeslovenska,Ljubljana,2021-04-18,2021-04-23,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_16
Šolski center Novo mesto,"Šolski center Novo mesto, Srednja zdravstvena in kemijska šola",Jugovzhodna Slovenija,Novo mesto,2021-04-19,2021-04-28,2021-04-19,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Vodice,Osnovna šola Vodice,Osrednjeslovenska,Vodice,2021-04-12,2021-04-22,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Prule,Osnovna šola Prule,Osrednjeslovenska,Ljubljana,2021-04-19,2021-04-23,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_16
Gimnazija Bežigrad,"Gimnazija Bežigrad, Gimnazija",Osrednjeslovenska,Ljubljana,2021-04-19,2021-04-23,2021-04-19,SREDNJA ŠOLA,Sum na okužbo,kratko,2021_16
Osnovna šola F. S. Finžgarja Lesce,Osnovna šola F. S. Finžgarja Lesce,Gorenjska,Radovljica,2021-04-13,2021-04-21,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Miklavž na Dravskem polju,Osnovna šola Miklavž na Dravskem polju,Podravska,Miklavž na Dravskem polju,2021-04-17,2021-04-27,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Gimnazija in ekonomska srednja šola Trbovlje,Gimnazija in ekonomska srednja šola Trbovlje,Zasavska,Trbovlje,2021-04-18,2021-04-28,2021-04-19,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Voličina,Osnovna šola Voličina,Podravska,Lenart,2021-04-09,2021-04-19,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Glasbena šola Sevnica,Glasbena šola Sevnica,Posavska,Sevnica,2021-04-16,2021-04-23,2021-04-19,GLASBENA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Ferda Vesela Šentvid pri Stični,Osnovna šola Ferda Vesela Šentvid pri Stični Podružnica Temenica,Osrednjeslovenska,Ivančna Gorica,2021-04-15,2021-04-25,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Glasbena šola Sevnica,Glasbena šola Sevnica,Posavska,Sevnica,2021-04-17,2021-04-24,2021-04-19,GLASBENA ŠOLA,Sum na okužbo,srednje,2021_16
I. gimnazija v Celju,I. gimnazija v Celju,Savinjska,Celje,2021-04-15,2021-04-24,2021-04-19,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Voličina,Osnovna šola Voličina,Podravska,Lenart,2021-04-19,2021-04-28,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Ferda Vesela Šentvid pri Stični,Osnovna šola Ferda Vesela Šentvid pri Stični,Osrednjeslovenska,Ivančna Gorica,2021-04-18,2021-04-28,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
I. gimnazija v Celju,I. gimnazija v Celju,Savinjska,Celje,2021-04-16,2021-04-25,2021-04-19,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_16
I. gimnazija v Celju,I. gimnazija v Celju,Savinjska,Celje,2021-04-16,2021-04-26,2021-04-19,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Ferda Vesela Šentvid pri Stični,Osnovna šola Ferda Vesela Šentvid pri Stični,Osrednjeslovenska,Ivančna Gorica,2021-04-17,2021-04-27,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Louisa Adamiča Grosuplje,Osnovna šola Louisa Adamiča Grosuplje Podružnica Kopanj,Osrednjeslovenska,Grosuplje,2021-04-14,2021-04-23,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Šentjernej,Osnovna šola Šentjernej,Jugovzhodna Slovenija,Šentjernej,2021-04-16,2021-04-28,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Šentjernej,Osnovna šola Šentjernej,Jugovzhodna Slovenija,Šentjernej,2021-04-16,2021-04-26,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Sveta Ana,Osnovna šola Sveta Ana,Podravska,Sveta Ana,2021-04-16,2021-04-26,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Srednja zdravstvena šola Ljubljana,Srednja zdravstvena šola Ljubljana,Osrednjeslovenska,Ljubljana,2021-04-14,2021-04-25,2021-04-19,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Rada Robiča Limbuš,Osnovna šola Rada Robiča Limbuš,Podravska,Maribor,2021-04-18,2021-04-27,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Puconci,Osnovna šola Puconci,Pomurska,Puconci,2021-04-19,2021-04-24,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_16
Srednja tehniška in poklicna šola Trbovlje,Srednja tehniška in poklicna šola Trbovlje,Zasavska,Trbovlje,2021-04-09,2021-04-19,2021-04-19,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Metlika,Osnovna šola Metlika,Jugovzhodna Slovenija,Metlika,2021-04-19,2021-04-29,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Srednja tehniška in poklicna šola Trbovlje,Srednja tehniška in poklicna šola Trbovlje,Zasavska,Trbovlje,2021-04-13,2021-04-23,2021-04-19,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Leskovec pri Krškem,"Osnovna šola Leskovec pri Krškem, Podružnica Veliki Podlog",Posavska,Krško,2021-04-17,2021-04-26,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Dvojezična osnovna šola I Lendava,Dvojezična osnovna šola I Lendava,Pomurska,Lendava,2021-04-19,2021-04-23,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_16
Osnovna šola Idrija,Osnovna šola Idrija,Goriška,Idrija,2021-04-19,2021-04-29,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Idrija,Osnovna šola Idrija,Goriška,Idrija,2021-04-19,2021-04-25,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,kratko,2021_16
Srednja tehniška in poklicna šola Trbovlje,Srednja tehniška in poklicna šola Trbovlje,Zasavska,Trbovlje,2021-04-16,2021-04-26,2021-04-19,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_16
Gimnazija Brežice,Gimnazija Brežice,Posavska,Brežice,2021-04-16,2021-04-25,2021-04-19,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Tončke Čeč Trbovlje,Osnovna šola Tončke Čeč Trbovlje,Zasavska,Trbovlje,2021-04-15,2021-04-24,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Srednja tehniška šola Koper,Srednja tehniška šola Koper,Obalno-kraška,Koper,2021-04-09,2021-04-21,2021-04-19,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola narodnega heroja Rajka Hrastnik,Osnovna šola narodnega heroja Rajka Hrastnik,Zasavska,Hrastnik,2021-04-19,2021-04-29,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_16
Osnovna šola Rače,"Osnovna šola Rače, enota vrtec Rače",Podravska,Rače-Fram,2021-04-15,2021-04-24,2021-04-19,VRTEC,Sum na okužbo,srednje,2021_16
Osnovna šola Tišina,Osnovna šola Tišina,Pomurska,Tišina,2021-04-19,2021-04-28,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Šmartno pod Šmarno goro,Osnovna šola Šmartno pod Šmarno goro,Osrednjeslovenska,Ljubljana,2021-04-19,2021-04-23,2021-04-19,OSNOVNA ŠOLA,Okužba s Covid-19,kratko,2021_16
Osnovna šola Šmartno pod Šmarno goro,Osnovna šola Šmartno pod Šmarno goro,Osrednjeslovenska,Ljubljana,2021-04-19,2021-04-23,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_16
Osnovna šola Kajetana Koviča Poljčane,Osnovna šola Kajetana Koviča Poljčane,Podravska,Poljčane,2021-04-19,2021-04-29,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Rovte,Osnovna šola Rovte,Osrednjeslovenska,Logatec,2021-04-12,2021-04-16,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_16
Glasbena šola Sevnica,Glasbena šola Sevnica,Posavska,Sevnica,2021-04-09,2021-04-20,2021-04-19,GLASBENA ŠOLA,Sum na okužbo,srednje,2021_16
Srednja tehniška in poklicna šola Trbovlje,Srednja tehniška in poklicna šola Trbovlje,Zasavska,Trbovlje,2021-04-15,2021-04-25,2021-04-19,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_16
Osnovna šola Leskovec pri Krškem,"Osnovna šola Leskovec pri Krškem, Podružnica Veliki Podlog",Posavska,Krško,2021-04-17,2021-04-24,2021-04-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_16
Grm Novo mesto - center biotehnike in turizma,"Grm Novo mesto - center biotehnike in turizma, Srednja šola za gostinstvo in turizem",Jugovzhodna Slovenija,Novo mesto,2021-04-13,2021-04-19,2021-04-19,SREDNJA ŠOLA,Okužba s Covid-19,kratko,2021_16
"Zavod Antona Martina Slomška, Glasbena in baletna šola Antona Martina Slomška Maribor","Zavod Antona Martina Slomška, Glasbena in baletna šola Antona Martina Slomška Maribor",Podravska,Maribor,2021-04-09,2021-04-18,2021-04-19,GLASBENA ŠOLA,Sum na okužbo,srednje,2021_16
